,freesound_id,license,name,path,tags,username
20,222174,http://creativecommons.org/licenses/by/3.0/,bangu_44,files/222174_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
21,222175,http://creativecommons.org/licenses/by/3.0/,bangu_45,files/222175_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
22,222177,http://creativecommons.org/licenses/by/3.0/,bangu_47,files/222177_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
23,222178,http://creativecommons.org/licenses/by/3.0/,bangu_48,files/222178_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
24,222179,http://creativecommons.org/licenses/by/3.0/,bangu_49,files/222179_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
25,222180,http://creativecommons.org/licenses/by/3.0/,bangu_50,files/222180_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
26,222181,http://creativecommons.org/licenses/by/3.0/,bangu_51,files/222181_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
27,222182,http://creativecommons.org/licenses/by/3.0/,bangu_52,files/222182_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
28,222183,http://creativecommons.org/licenses/by/3.0/,bangu_53,files/222183_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'danpigu-instrument']",ajaysm
29,222191,http://creativecommons.org/licenses/by/3.0/,daluo_03,files/222191_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
30,222206,http://creativecommons.org/licenses/by/3.0/,daluo_19,files/222206_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
31,222212,http://creativecommons.org/licenses/by/3.0/,daluo_25,files/222212_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
32,222214,http://creativecommons.org/licenses/by/3.0/,daluo_27,files/222214_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
33,222215,http://creativecommons.org/licenses/by/3.0/,daluo_28,files/222215_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
34,222227,http://creativecommons.org/licenses/by/3.0/,daluo_40,files/222227_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
35,222234,http://creativecommons.org/licenses/by/3.0/,daluo_47,files/222234_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
36,222235,http://creativecommons.org/licenses/by/3.0/,daluo_48,files/222235_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
37,222236,http://creativecommons.org/licenses/by/3.0/,daluo_49,files/222236_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'daluo-instrument']",ajaysm
38,222238,http://creativecommons.org/licenses/by/3.0/,naobo_01,files/222238_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
39,222240,http://creativecommons.org/licenses/by/3.0/,naobo_03,files/222240_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
40,222241,http://creativecommons.org/licenses/by/3.0/,naobo_04,files/222241_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
41,222242,http://creativecommons.org/licenses/by/3.0/,naobo_06,files/222242_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
42,222245,http://creativecommons.org/licenses/by/3.0/,naobo_09,files/222245_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
43,222250,http://creativecommons.org/licenses/by/3.0/,naobo_14,files/222250_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
44,222252,http://creativecommons.org/licenses/by/3.0/,naobo_16,files/222252_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
45,222253,http://creativecommons.org/licenses/by/3.0/,naobo_17,files/222253_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
46,222254,http://creativecommons.org/licenses/by/3.0/,naobo_18,files/222254_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
47,222255,http://creativecommons.org/licenses/by/3.0/,naobo_19,files/222255_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
48,222256,http://creativecommons.org/licenses/by/3.0/,naobo_20,files/222256_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
49,222258,http://creativecommons.org/licenses/by/3.0/,naobo_22,files/222258_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
50,222259,http://creativecommons.org/licenses/by/3.0/,naobo_23,files/222259_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
51,222261,http://creativecommons.org/licenses/by/3.0/,naobo_25,files/222261_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
52,222262,http://creativecommons.org/licenses/by/3.0/,naobo_26,files/222262_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
53,222263,http://creativecommons.org/licenses/by/3.0/,naobo_27,files/222263_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
54,222264,http://creativecommons.org/licenses/by/3.0/,naobo_28,files/222264_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
55,222265,http://creativecommons.org/licenses/by/3.0/,naobo_29,files/222265_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
56,222266,http://creativecommons.org/licenses/by/3.0/,naobo_30,files/222266_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
57,222267,http://creativecommons.org/licenses/by/3.0/,naobo_31,files/222267_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
58,222268,http://creativecommons.org/licenses/by/3.0/,naobo_32,files/222268_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
59,222269,http://creativecommons.org/licenses/by/3.0/,naobo_33,files/222269_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
60,222270,http://creativecommons.org/licenses/by/3.0/,naobo_34,files/222270_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
61,222272,http://creativecommons.org/licenses/by/3.0/,naobo_36,files/222272_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
62,222273,http://creativecommons.org/licenses/by/3.0/,naobo_37,files/222273_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'danao-instrument']",ajaysm
63,222276,http://creativecommons.org/licenses/by/3.0/,naobo_40,files/222276_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'naobo-instrument']",ajaysm
64,222278,http://creativecommons.org/licenses/by/3.0/,naobo_42,files/222278_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'naobo-instrument']",ajaysm
65,222279,http://creativecommons.org/licenses/by/3.0/,naobo_43,files/222279_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'naobo-instrument']",ajaysm
66,222282,http://creativecommons.org/licenses/by/3.0/,naobo_46,files/222282_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'naobo-instrument']",ajaysm
67,222284,http://creativecommons.org/licenses/by/3.0/,naobo_48,files/222284_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
68,222285,http://creativecommons.org/licenses/by/3.0/,naobo_49,files/222285_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
69,222286,http://creativecommons.org/licenses/by/3.0/,naobo_50,files/222286_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
70,222288,http://creativecommons.org/licenses/by/3.0/,naobo_52,files/222288_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
71,222289,http://creativecommons.org/licenses/by/3.0/,naobo_53,files/222289_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
72,222290,http://creativecommons.org/licenses/by/3.0/,naobo_54,files/222290_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
73,222291,http://creativecommons.org/licenses/by/3.0/,naobo_55,files/222291_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
74,222293,http://creativecommons.org/licenses/by/3.0/,naobo_57,files/222293_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
75,222294,http://creativecommons.org/licenses/by/3.0/,naobo_58,files/222294_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
76,222295,http://creativecommons.org/licenses/by/3.0/,naobo_59,files/222295_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
77,222297,http://creativecommons.org/licenses/by/3.0/,naobo_61,files/222297_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
78,222298,http://creativecommons.org/licenses/by/3.0/,naobo_62,files/222298_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'cymbals', 'idiophone', 'qibo-instrument']",ajaysm
79,222299,http://creativecommons.org/licenses/by/3.0/,xiaoluo_02,files/222299_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
80,222300,http://creativecommons.org/licenses/by/3.0/,xiaoluo_03,files/222300_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
81,222301,http://creativecommons.org/licenses/by/3.0/,xiaoluo_04,files/222301_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
82,222302,http://creativecommons.org/licenses/by/3.0/,xiaoluo_05,files/222302_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
83,222303,http://creativecommons.org/licenses/by/3.0/,xiaoluo_06,files/222303_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
84,222305,http://creativecommons.org/licenses/by/3.0/,xiaoluo_08,files/222305_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
85,222306,http://creativecommons.org/licenses/by/3.0/,xiaoluo_09,files/222306_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
86,222307,http://creativecommons.org/licenses/by/3.0/,xiaoluo_10,files/222307_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
87,222308,http://creativecommons.org/licenses/by/3.0/,xiaoluo_11,files/222308_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
88,222310,http://creativecommons.org/licenses/by/3.0/,xiaoluo_13,files/222310_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
89,222311,http://creativecommons.org/licenses/by/3.0/,xiaoluo_14,files/222311_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
90,222312,http://creativecommons.org/licenses/by/3.0/,xiaoluo_15,files/222312_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
91,222315,http://creativecommons.org/licenses/by/3.0/,xiaoluo_18,files/222315_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
92,222316,http://creativecommons.org/licenses/by/3.0/,xiaoluo_19,files/222316_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
93,222318,http://creativecommons.org/licenses/by/3.0/,xiaoluo_21,files/222318_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
94,222319,http://creativecommons.org/licenses/by/3.0/,xiaoluo_22,files/222319_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
95,222322,http://creativecommons.org/licenses/by/3.0/,xiaoluo_25,files/222322_2385996-hq.ogg,"['icassp2014-dataset', 'peking-opera', 'beijing-opera', 'compmusic', 'qmul', 'china', 'chinese', 'chinese-traditional', 'percussion', 'gong', 'idiophone', 'xiaoluo-instrument']",ajaysm
